"","sampleID.exp","test1.exp","allP.exp","ztest1","zallP","month","june","aug","exp.adjust","exp.adjustTest1","stress"
"425","607",15370,27960,-0.153907062101085,0.539475583160167,"nov",0,0,1985.12183108902,17355.121831089,10604.878168911
"426","608",14880,27850,-0.363168104915151,0.514869046263086,"nov",0,0,1940.21476518673,16820.2147651867,11029.7852348133
"427","617",15750,29690,0.00837701191798866,0.92646929981425,"nov",0,0,2095.34081506081,17845.3408150608,11844.6591849392
"428","618",18600,36030,1.22550756706104,2.34470060824597,"nov",0,0,3768.40960314764,22368.4096031476,13661.5903968524
"429","619",16560,26630,0.354298327590222,0.241960182495467,"nov",0,0,2037.54542602433,18597.5454260243,8032.45457397567
"430","620",16010,26710,0.11941348361525,0.259855845693344,"nov",0,0,1991.29441310117,18001.2944131012,8708.70558689882
"431","629",16660,24590,0.3970046628584,-0.214379229050388,"nov",0,0,1967.16730652044,18627.1673065204,5962.83269347956
"432","630",16840,23900,0.473876066341119,-0.368729324132074,"nov",0,0,1956.45045273944,18796.4504527394,5103.54954726055
"433","631",16760,27790,0.439710998126578,0.501447298864678,"nov",0,0,2114.76540423436,18874.7654042344,8915.23459576564
"434","632",15840,27460,0.046812713659348,0.427627688173438,"nov",0,0,2005.3520599487,17845.3520599487,9614.6479400513
"435","641",20500,33440,2.0369279371564,1.76532851221472,"nov",0,0,3778.71852858335,24278.7185285833,9161.28147141665
"436","642",16360,28810,0.268885657053868,0.729617004637606,"nov",0,0,2120.75250624973,18480.7525062497,10329.2474937503
"437","643",15840,27370,0.046812713659348,0.407495067075826,"nov",0,0,2001.90082546936,17841.9008254694,9528.09917453065
"438","644",15620,26320,-0.0471412239306419,0.172614487603695,"nov",0,0,1943.4082221293,17563.4082221293,8756.5917778707
"439","653",16630,24710,0.384192762277946,-0.187535734253573,"nov",0,0,1969.12199948594,18599.1219994859,6110.87800051406
"440","654",15250,27000,-0.205154664422897,0.324727624785647,"nov",0,0,1938.21474361618,17188.2147436162,9811.78525638382
"441","655",16200,27300,0.200555520624785,0.391836361777684,"nov",0,0,2031.04400498501,18231.044004985,9068.95599501499
"442","656",15000,25460,-0.311920502593339,-0.0197638917734789,"nov",0,0,1836.83546097664,16836.8354609766,8623.16453902336
"443","665",14020,29810,-0.730442588221475,0.953312794611064,"nov",0,0,1945.89364190043,15965.8936419004,13844.1063580996
"444","666",19400,33990,1.56715824920645,1.88836119670012,"nov",0,0,3559.20458649207,22959.2045864921,11030.7954135079
"445","667",18490,28360,1.17853059826604,0.62895389914955,"nov",0,0,2462.49153274251,20952.4915327425,7407.5084672575
"446","668",19900,29820,1.78068992554734,0.955549752510799,"nov",0,0,2913.69872474813,22813.6987247481,7006.30127525187
"447","677",16930,27610,0.512311768082478,0.461182056669456,"nov",0,0,2126.79725044398,19056.797250444,8553.20274955602
"448","678",16730,26590,0.426899097546124,0.233012350896529,"nov",0,0,2052.78975179865,18782.7897517986,7807.21024820135
"449","679",16350,26070,0.264615023527052,0.11669054011033,"nov",0,0,1996.28731580172,18346.2873158017,7723.71268419827
"450","680",16250,28200,0.221908688258874,0.593162572753796,"nov",0,0,2075.8528709732,18325.8528709732,9874.1471290268
"451","689",16010,27460,0.11941348361525,0.427627688173438,"nov",0,0,2020.19388374337,18030.1938837434,9429.80611625663
"452","690",21920,36010,2.64335789796451,2.3402266924465,"nov",0,0,4649.00476216568,26569.0047621657,9440.99523783432
"453","691",17310,27430,0.67459584210155,0.420916814474234,"nov",0,0,2169.75128717948,19479.7512871795,7950.24871282052
"454","692",15500,25750,-0.098388826252454,0.0451078873188238,"nov",0,0,1908.44594124295,17408.445941243,8341.55405875705
"455","701",13580,23530,-0.918350463401454,-0.451496766422253,"nov",0,0,1389.68082669898,14969.680826699,8560.31917330102
"456","702",16690,25400,0.409816563438854,-0.0331856391718869,"nov",0,0,2000.75434170969,18690.7543417097,6709.24565829031
"457","703",15280,26270,-0.192342763842444,0.161429698105022,"nov",0,0,1910.17927937122,17190.1792793712,9079.82072062878
"458","704",15210,26320,-0.222237198530167,0.172614487603695,"nov",0,0,1905.56941263644,17115.5694126364,9204.43058736356
"459","713",15490,28910,-0.102659459779272,0.751986583634952,"nov",0,0,2032.59750899961,17522.5975089996,11387.4024910004
"460","714",20640,32130,2.09671680653185,1.47228702734949,"nov",0,0,3529.01327561484,24169.0132756148,7960.98672438516
"461","715",17360,28090,0.695949009735639,0.568556035856716,"nov",0,0,2222.84468380894,19582.8446838089,8507.15531619106
"462","977",12010,28420,-1.58883992711183,0.642375646547958,"nov",0,0,1512.1837351864,13522.1837351864,14897.8162648136
"463","978",16000,24340,0.115142850088431,-0.270303176543752,"nov",0,0,1894.12487616939,17894.1248761694,6445.87512383061
"464","979",15130,23490,-0.256402266744709,-0.460444598021192,"nov",0,0,1715.7976164141,16845.7976164141,6644.2023835859
"465","980",13470,24950,-0.965327432196448,-0.133848744659943,"nov",0,0,1503.55167685953,14973.5516768595,9976.44832314047
